id,title,summary,gender,min_age,max_age
NCT01920373,Platelet-Rich Plasma vs Corticosteroid Injection as Treatment for Degenerative Pathology of the Temporomandibular Joint,"
      1.0 BACKGROUND AND HYPOTHESES

      1.1 Osteoarthritis is a continuous and entirely physiologic adaptive process that occurs in
      every joint. These include the replication of cells that produce matrix, enzymes, protease
      inhibitors, cytokines, and other peptides. Along with the synthesis of new tissue there is a
      release of breakdown products into the synovial fluid. Enzymes and phagocytes are required
      to clear these breakdown products. Normal tissue turnover involves synthesis and breakdown
      in well-regulated balance. In the degenerative state this balance is upset producing
      inflammation-derived alterations to the synovium, cartilage, capsule, tendons, and bone.
      Common causes of such alterations include increased loading, physical stress, and traumatic
      injury to the joint.

      1.2 The rationale for the use of corticosteroids in temporomandibular joint therapy is that
      they inhibit prostaglandin synthesis and decrease the activity of collagenase and other
      enzymes that degrade the articular cartilage. Platelet rich plasma is a novel therapeutic
      agent that has several potential advantages over corticosteroids for the treatment of
      degenerative pathology of the temporomandibular joint. Platelet rich plasma has been shown
      to have anti-inflammatory, analgesic, and anti-bacterial properties. It also restores
      intra-articular hyaluronic acid, increases glycosaminoglycan condrocyte synthesis, balances
      joint angiogenesis, and provides a scaffold for stem cell migration. Autologous platelet
      rich plasma injections for treatment of knee cartilage degenerative lesions and
      osteoarthritis have shown longer efficacy than hyaluronic acid injections in reducing pain
      and recovering articular function. Similarly, platelet rich plasma has shown to have better
      outcomes than corticosteroid injections in the management of lateral epicondylitis, and
      better outcomes than hyaluronic acid injections in the management of osteochondral lesions
      of the talus.

      1.3 Current treatments for degeneration and osteoarthritis of the temporomandibular joint
      are focused primarily on palliation by reducing inflammation and inflammatory mediators.
      This study seeks to validate a therapeutic agent that has the potential to actively prevent
      the progression of degeneration in addition to reducing pain and inflammation
    ",Both,N/A,N/A
NCT02111057,Perioperative Flare in RA: Characterization of Clinical and Biological Features,"
      Researchers at the Hospital for Special Surgery are trying to learn more about
      post-operative rheumatoid arthritis flare (RA). This study hopes to understand RA flare
      after total joint replacement surgery and what the result of flaring is for patients over
      the next year. We will ask patients about their RA, whether it has gotten worse, and whether
      they are able to work with the physical therapist. During the course of this study, we'll be
      collecting questionnaires, and we'll be drawing blood to better understand what's going on
      with RA and with a patient's recuperation from their joint replacement.

      We want to understand whether a flare of RA might affect the outcome of a patient's joint
      replacement. We believe this study might show us how to better manage patients with
      rheumatoid arthritis following a joint replacement. If RA patients who flare are unable to
      participate in physical therapy and do worse after one year after a total hip replacement,
      more effective treatment could be developed. The study will also help us to identify early
      factors that may influence long-term outcomes of joint replacements in RA patients.
    ",Both,18 Years,75 Years
NCT02118818,RhEumatiC Heart diseAse Genetics,"
      Rheumatic fever (RF) is an autoimmune disease that is mediated by the cellular and humoral
      immune response that follows an untreated pharyngeal Streptococcus pyogenes infection. The
      most serious complication is rheumatic heart disease (RHD), one of the most common problems
      facing children and young adults worldwide, which leads to chronic valvular lesions. It is
      estimated that 60% of all acute rheumatic fever cases will develop RHD.

      The pathogenesis of RHD is complex with both environmental and genetic factors contributing
      to its etiology. The investigators know little about the genetic etiology, cellular events
      and modifiers of progression of RHD, and there exists a wide range of disease severity and
      progression to severe valve pathology.

      Thus, the investigators will study the genetics of RHD in Rwanda, a country with a very high
      incidence of RHD, using a combination of next-generation targeted exome capture,
      transcriptomics, and expressed quantitative trait loci (eQTL) analysis.
    ",Both,5 Years,N/A
NCT02129621,Search of Biomarkers of Mineralocorticoid Receiver Activity : the Value of Neutrophil Gelatinase Associated Lipocalin (NGAL)in Serum or Urine in Human,"
      Aldosterone and its target the mineralocorticoid receptor are implied in development of
      cardiovascular disease such as arterial high blood pressure or cardiac failure. Serum
      aldosterone level is insufficient to know if the mineralocorticoid receptor is activated or
      not. The aim of this study is to identify biomarkers of mineralocorticoid receptor activity.
      The first ""candidate biomarker"" is Neutrophil gelatinase-associated lipocalin (NGAL) or
      ""lipocalin"" which being measured in blood or in the urine. According to scientific
      knowledge's evolution, others biomarkers could be tested later thanks to the blood or
      urinary samples taken during study.
    ",Both,18 Years,85 Years
NCT02162186,Clinical and Radiographic Outcomes of the Corin Tri-Fit Total Hip Replacement,"
      The study will evaluate the radiographs (x-rays) of 100 patients with a TriFIT total hip at
      2 weeks, 3 months, 6 months, 12 months, and yearly following surgery to see if there has
      been any movement or wear in the hip stem over the course of the study. The study will also
      record clinical data on each patient using various functional tests and questionnaires at
      the same intervals.
    ",Both,N/A,N/A
NCT02188862,Genetic Susceptibility to Rheumatic Heart Disease in the Pacific Region,"
      The purpose of this study is to investigate whether there are genetic differences between
      patients with rheumatic heart disease and members of the general population.
    ",Both,5 Years,N/A
NCT02218580,Massage Therapy in Juvenile Idiopathic Arthritis,"
      While there has been progress in juvenile idiopathic arthritis (JIA) management, there is no
      cure. Despite receiving standard of care, many children live with pain. Thus, it is not
      surprising that families turn to complementary and alternative medicines (CAM) therapies,
      including massage therapy (MT). Little is known about the efficacy of MT in JIA.

      In this project, a massage therapist will teach parents how to provide a massage to their
      child with JIA at bedtime, at home. The feasibility of establishing a home MT program for
      children with JIA will be evaluated. In addition, the effects of MT on JIA will be examined.

      This proposal is relevant to JIA families, who ask questions on MT to professionals of the
      JIA clinic.

      Beyond providing education to JIA families, this project demonstrates the team approach to
      JIA management. Team members will include a pediatric rheumatology nurse and a massage
      therapist.
    ",Both,5 Years,17 Years
NCT02241148,Close Kinect Chain Exercise With Kinesio Taping in the Management of Patellofemoral Pain Syndrome,"
      The investigators will include patients attending outpatient clinic in the area of
      Orthopedics and Traumatology of our hospital with a diagnosis of unilateral Patellofemoral
      Pain Syndrome. Inclusion criteria are: age between fifteen and thirty-five years, presenting
      unilateral PFPS with six months of evolution, presenting anterior or retro knee pain that
      presents itself when undergoing two or more of the following activities: squatting, running,
      kneeling, jumping, or climbing stairs; physically active patients, with at least thirty
      minutes of physical activity at least three times per week. Exclusion criteria include
      patients with previous knee surgeries, chronic pain with more than one year of evolution,
      pregnancy or suspected pregnancy, application of intra-articular steroids in the three
      months prior to their evaluation, patients with meniscal injuries, ligament or
      intra-articular knee structures, degenerative diseases such as diabetes, rheumatoid
      arthritis, OA of the knee, hip or ankle, history of dislocation or subluxation of patella,
      Osgood Schlatter syndrome and patellar tendinitis or quadriceps.

      The investigators will divide patients into two groups. The control group will receive
      treatment with acetaminophen and physical therapy rehabilitation, closed chain exercises and
      stretches at home intended for the strengthening of quadriceps, abductors and internal
      rotators of the hip for the duration of six weeks. The experimental treatment group will
      receive the above plus the application of the technique NUCAP Medical Upper Knee Spider ®
      Kinesio taping on the affected knee. Both groups will be evaluated by an external
      consultation. They will be assessed by the Tegner Activity Scale, the Kujala score of the
      WOMAC and visual analog scale (VAS) for pain assessment; these scales will be applied at the
      beginning, third and sixth week. The patients in the experimental group will be quoted each
      week to change the tape. The control group will be quoted at the beginning, at three weeks
      and after six weeks. During the first appointment we will take patients anthropometric
      measurements (weight, height, BMI) as well as general information. Radiographic studies
      (anteroposterior and lateral knee, plus the projection Merchant) will be sought to rule out
      other diseases and see the degree of contact of the patella on the patellofemoral joint. All
      patients will receive an explanation about their illness, and a booklet with the required
      exercises as well as their frequency.

      For patients to be included in the group of Spider ® Taping, Kinesio Tape pre-cut strips
      that were placed inferior to the head with no pressure applied, then two bands are placed at
      the ends of the tape and crossed on the edges of the patella and ending at the thigh to
      finish applying moderate tension to place them, then two strips were placed at each end of
      the edges of the first and second tape without applying pressure. The tapes can last up to
      five days on the extremities while maintaining their purpose, patients included in this
      group will be summoned each week to remove the tapes and place new ones.
    ",Both,18 Years,50 Years
NCT02353663,Rheumatic Heart Disease in Peru: Prevalence and Cardiovascular Outcomes Among Schoolchildren,"
      Rheumatic heart disease remains a major challenge in low and middle income countries. Early
      detection of clinically silent valvular lesions by screening echocardiography allows timely
      implementation of secondary antibiotic prevention, and may prevent progression of disease to
      severe valvular damage and heart failure. The objective of the study is to assess the
      prevalence of rheumatic heart disease among schoolchildren in Arequipa, Peru. Subsequently,
      the investigators will evaluate progression of disease in children with early stages of
      subclinical rheumatic heart disease.

      The investigators will perform a population-based observational survey for rheumatic heart
      disease using portable echocardiography among schoolchildren aged 5 to 16 years from
      randomly selected public and private schools. Rheumatic heart disease will be documented
      both according to the modified World Health Organization definition and the
      echocardiographic criteria suggested by the World Heart Federation.
    ",Both,5 Years,16 Years
NCT02407106,Efficacy of BLIS K12 as Preventive Measure for Rheumatic Children,"
      The purpose of this study is to determine whether daily treatment with Streptococcus
      Salivarius BLIS K-12 prevents streptococcal throat infection in children that have had an
      episode of rheumatic fever.
    ",Both,6 Years,16 Years
NCT02498808,Interferon-lambda: Novel Biologics for Controlling Neutrophil-mediated Pathology in Rheumatic Diseases?,"
      Neutrophils emerge as key immune cells in the initiation and perpetuation of immune
      responses in autoimmune diseases. They display marked abnormalities in phenotype and
      function in various autoimmune diseases, including systemic vasculitis, systemic lupus
      erythematosus (SLE) and rheumatoid arthritis (RA).

      These neutrophils are characterised by an extended life span, increased capacity to produce
      reactive oxygen species, active gene expression and release of extracellular traps.
      Consequently, there is a need for better understanding of neutrophil phenotype and functions
      in these conditions, as well as for identifying molecules capable of specifically
      manipulating neutrophil function. The investigators have recently discovered that interferon
      lambdas (IFN-λs), also known as interleukin 28 (IL28) and interleukin 29 (IL29), class II
      cytokines with previously studied anti-viral biological functions, specifically suppress
      neutrophil infiltration and interleukin-1β production and thereby, halt and reverse the
      development of collagen induced arthritis (CIA). The investigators propose to further
      investigate the cellular and molecular mechanisms behind this suppression and examine the
      translational potential of the investigators' finding by examining the IFN-λ receptor
      expression and function in neutrophils isolated from the blood of healthy donors and
      rheumatic patients (early rheumatoid arthritis and vasculitis).
    ",Both,18 Years,N/A
NCT02513953,Case Report of Endometrioma in Layers of Broad Ligament.,"
      Objective:To present an extremely rare site of occurrence of endometriotic cyst in the
      layers of Broad Ligament.

      Patient:A 32 yrs.old woman,married 4 yrs.,presented to OB-GY Dept.with acute,gnawing pain in
      lower abdomen and history of sub-fertility.Diagnostic Laparoscopy and pelvic ultrasound were
      performed in emergency.Oblong cyst structure,41x21x23mm in the left adnexa,away from ovary
      and uterus was identified and excised by Four Port laparoscopic interventional surgery.
    ",Female,25 Years,40 Years
NCT02564237,A Controlled Study to Evaluate the Safety and Immunogenicity of StreptAnova™ in Healthy Adults,"
      This is a single-centered trial of a group A streptococcal (GAS) vaccine, StreptAnova™. The
      study is designed to assess safety and immunogenicity of three doses (0, 1, 6 months) of one
      dosage (600 µg protein) in healthy adults 18 through 50 years of age.
    ",Both,18 Years,50 Years
NCT02588443,Study of Neo-adjuvant RO7009789 Alone or Neo-adjuvant RO7009789 Plus Nab-Paclitaxel and Gemcitabine Followed by Adjuvant RO7009789 Plus Nab-Paclitaxel and Gemcitabine for Patients With Newly Diagnosed Resectable Pancreatic Carcinoma,"
      The main purpose of this study is to learn if adding the investigational drug RO7009789
      (anti-CD40) to nab-paclitaxel and gemcitabine both before surgery and after surgery is safe,
      feasible, and beneficial to patients with pancreatic cancer. This study also intends to look
      at blood and tissue samples to help doctors better understand the role of the immune system
      in fighting cancer.
    ",Both,18 Years,N/A
NCT02592434,Efficacy Study Of Tofacitinib In Pediatric JIA Population,"
      Evaluate efficacy, safety and tolerability of tofacitinib in pediatric JIA patients.
    ",Both,2 Years,17 Years
NCT02609672,Resilience for Older Workers With OA Through Exercise,"
      Exercise is effective at reducing pain while improving physical function. However we do not
      know if exercise can boost resilience in the workplace, to allow people with osteoarthritis
      to work as long as they desire. Previous research shows that exercise holds the most promise
      for helping people enjoy their work because it reduces sick time, reduces pain, and improves
      productivity. However, little work has examined the effect of exercise for people with
      arthritis in the workplace. The purpose of the study is to investigate whether exercise
      improves resilience in the workplace, mobility, fitness, strength, and pain in comparison to
      no exercise in those with knee and/or hip osteoarthritis.
    ",Both,45 Years,N/A
NCT02627768,A Study on Assessment of STELARA and Tumor Necrosis Factor Alpha Inhibitor Therapies in Participants With Psoriatic Arthritis,"
      The purpose of this study is to evaluate treatment retention in psoriatic arthritis
      participants with STELARA or tumor necrosis factor alpha inhibitor (TNFi) therapies in
      relation to effectiveness, safety, benefit/risk and to examine clinical response.
    ",Both,18 Years,N/A
NCT00000506,Cardiovascular System in Obesity: Effect of Treatment,"
      To determine the long-term efficacy of the combination therapy of phentermine and
      fenfluramine in conjunction with diet, exercise, and behavior modification in the treatment
      of simple, moderate obesity.
    ",Both,18 Years,60 Years
NCT00027768,Radioactive Iodine in Treating Patients Who Have Undergone Surgery for Liver Cancer,"
      RATIONALE: Radioactive iodine may be effective in reducing the rate of recurrence of liver
      cancer after surgery to remove the tumor. It is not yet known if radioactive iodine is more
      effective than no further treatment after surgery.

      PURPOSE: Randomized phase III trial to determine the effectiveness of radioactive iodine in
      treating patients who have undergone surgery for liver cancer.
    ",Both,17 Years,N/A
NCT00085293,Decitabine in Treating Patients With Metastatic Papillary Thyroid Cancer or Follicular Thyroid Cancer Unresponsive to Iodine I 131,"
      This phase II trial is studying how well decitabine works in treating patients with
      metastatic papillary thyroid cancer or follicular thyroid cancer that has stopped responding
      to radioactive iodine. Iodine I 131 (radioactive iodine) kills thyroid cancer cells.
      Metastatic thyroid cancer cells can lose the ability to be treated with radioactive iodine.
      Decitabine may help thyroid cancer cells regain the ability to respond to treatment with
      radioactive iodine.
    ",Both,18 Years,N/A
NCT00115895,The Dose of Radioactive Iodine Needed to Ablate the Thyroid Remnant Left Behind After Thyroidectomy,"
      The thyroid cells take up iodine, and radioactive iodine is commonly used to irradiate
      residual thyroid tissue and thyroid cancer following surgical removal of the thyroid gland
      (thyroidectomy). A whole body radioactive iodine scanning is usually carried out after
      thyroidectomy to assess the amount of thyroid tissue left behind at surgery (that might
      still contain cancer), and to evaluate the presence of iodine avid lesions elsewhere in the
      body (that might be cancer metastases). A large dose of radioactive iodine is often given,
      still the optimal iodine dose to ablate the thyroid remnant after surgery is not known. In
      this study, two radioactive iodine doses are compared in the ablation of the thyroid
      remnant, a smaller (1110 MBq) dose and a larger (3700 MBq) dose. The study participants are
      randomly allocated using a 1:1 ratio to receive either the smaller or the larger radioactive
      iodine dose. These treatments are compared for safety, adverse effects, and the need for
      subsequent repeat treatments. The individual absorbed radiation doses are measured. The
      study hypothesis is that fewer repeat radioiodine treatments might be needed after the
      larger dose, but the larger dose might be associated with a higher frequency of adverse
      events.
    ",Both,18 Years,N/A
NCT00145366,"rhTSH, Thyroid Size, and Radioiodine Therapy in Benign Goiter","
      The trials in this protocol deals with the effect of pretreatment with rhTSH on radioiodine
      treatment of thyroid size and function, in patients with nontoxic and toxic nodular goiter.
      It is an introduction of a novel principle, based on prospective, randomized double blind
      investigations. Attached to this, we investigate the acute effects of rhTSH on thyroid size
      (measured by ultrasonography), both in healthy individuals and in patients with nontoxic
      nodular goiter. Thus, the investigations are divided into 4 categories listed below:

        1. Prospective randomized double blind study of pretreatment with 0.3 mg recombinant human
           TSH for the effect of radioiodine in nontoxic multinodular goiter.

        2. Prospective randomized double blind study of the pretreatment with 0.3 mg recombinant
           human TSH for the effect of radioiodine on thyroid size and function in patients with a
           very large (>100 ml) nontoxic or toxic goiter.

        3. Does administration of 0.9 mg recombinant human TSH affect thyroid function and volume
           in healthy individuals? A randomized double-blind cross-over trial.

        4. Does administration of 0.3 mg recombinant human TSH affect thyroid function and volume
           in healthy individuals and in patients with multinodular non-toxic goiter? A randomized
           double-blind cross-over trial.

           As a final note we investigate, in a pilot-study;

        5. The influence of rhTSH on thyroid radioiodine uptake in patients with hyperthyroidism
           treated with continuous block-replacement therapy.
    ",Both,18 Years,N/A
NCT00150111,Rituximab in the Treatment of Graves' Disease,"
      Aim:

      In a phase II pilot study encompassing 20 patients with Graves’ disease to evaluate the
      effect of rituximab:

      1. Biochemically as assessed by markers of disease activity ( free T4, free T3, TSH,
      TSH-receptor antibodies, anti-TPO)
    ",Both,18 Years,N/A
NCT00150124,Block-replacement Therapy During Radioiodine Therapy,"
      Background: The use of radioactive iodine (131I) therapy as the definite cure of
      hyperthyroidism is widespread. According to a survey on the management of Graves' disease,
      thirty per cent of physicians prefer to render their patients euthyroid by antithyroid drugs
      (ATD) prior to 131I therapy. This strategy is presumably chosen to avoid 131I induced
      'thyroid storm', which, however, is rarely encountered. Several studies have consistently
      shown that patients who are treated with ATD prior to 131I therapy have an increased risk of
      treatment failure. Mostly, patients with Graves' disease have been studied, while other
      studies were addressed also toxic nodular goiter. Thus, it is generally accepted that ATD
      have 'radioprotective' properties, although this view is almost exclusively based on
      retrospective data and is still under debate. Indeed, this dogma was recently challenged by
      two randomized trials in Graves' disease, none of which showed such an adverse effect of
      methimazole pretreatment. It cannot be excluded that the earlier results may have been under
      influence of selection bias, a source of error almost unavoidable in retrospective studies.
      Whether ATD is radioprotective also when used in the post 131I period has also been debated.
      In the early period 131I therapy following a transient rise in the thyroid hormones is seen
      which may give rise to discomfort in some patients. The continuous use of ATD during 131I
      therapy, possibly in combination with levothyroxine (BRT: block-replacement therapy), leads
      to more stable levels of the thyroid hormones. By resuming ATD following 131I therapy,
      euthyroidism can usually be maintained until the destructive effect of 131I ensues.
      Nevertheless, many physicians prefer not to resume ATD, probably due to reports supporting
      that such a strategy reduces the cure rate. Parallel to the issue of ATD pretreatment, the
      evidence is based on retrospective studies and the ideal set-up should be reconsidered. To
      underscore the importance of performing randomized trials we showed recently that resumption
      of methimazole seven days after 131I therapy had no influence on the final outcome.

      Aim:To clarify by a randomized trial whether BRT during radioiodine therapy of hyperthyroid
      patients influences the final outcome of this therapy, in a comparison with a regime in
      which methimazole as mono-therapy is discontinued 8 days before radioiodine.

      Patients and Methods: Consecutive patients suffering from recurrent Graves' disease (n=50)
      or a toxic nodular goiter (n=50) are included. All patients are rendered euthyroid by
      methimazole (MMI) and randomized either to stop MMI eight days before 131I or to be set on
      BRT. This latter medication continues until three months after 131I. Calculation of the 131I
      activity (max. 600 MBq) includes an assessment of the 131I half-life and the thyroid volume.
      Patients are followed for one year with close monitoring of the thyroid function.
    ",Both,18 Years,85 Years
NCT00150137,Antithyroid Drugs During Radioiodine Therapy,"
      Background: The use of radioactive iodine (131I) therapy as the definite cure of
      hyperthyroidism is widespread. According to a survey on the management of Graves’ disease,
      thirty per cent of physicians prefer to render their patients euthyroid by antithyroid drugs
      (ATD) prior to 131I therapy. This strategy is presumably chosen to avoid 131I induced
      ‘thyroid storm’, which, however, is rarely encountered. Several studies have consistently
      shown that patients who are treated with ATD prior to 131I therapy have an increased risk of
      treatment failure. Mostly, patients with Graves’ disease have been studied, while other
      studies were addressed also toxic nodular goiter. Thus, it is generally accepted that ATD
      have ‘radioprotective’ properties, although this view is almost exclusively based on
      retrospective data and is still under debate (13). Indeed, this dogma was recently
      challenged by two randomized trials in Graves’ disease, none of which showed such an adverse
      effect of methimazole pretreatment. It cannot be excluded that the earlier results may have
      been under influence of selection bias, a source of error almost unavoidable in
      retrospective studies. Whether ATD is radioprotective also when used in the post 131I period
      has also been debated. In the early period 131I therapy following a transient rise in the
      thyroid hormones is seen which may give rise to discomfort in some patients. The continuous
      use of ATD during 131I therapy leads to more stable levels of the thyroid hormones. By
      resuming ATD following 131I therapy, euthyroidism can usually be maintained until the
      destructive effect of 131I ensues. Nevertheless, many physicians prefer not to resume ATD,
      probably due to reports supporting that such a strategy reduces the cure rate. Parallel to
      the issue of ATD pretreatment, the evidence is based on retrospective studies and the ideal
      set-up should be reconsidered. To underscore the importance of performing randomized trials
      we showed recently that resumption of methimazole seven days after 131I therapy had no
      influence on the final outcome.

      Aim: To clarify by a randomized trial whether continuous use of methimazole during
      radioiodine therapy influences the final outcome of this therapy, in a comparison with a
      regime in which methimazole as mono-therapy is discontinued 8 days before radioiodine.

      Patients and Methods: 80 consecutive patients suffering from recurrent Graves’ disease or a
      toxic nodular goiter are included. All patients are rendered euthyroid by methimazole (MMI)
      and randomized either to stop MMI eight days before 131I or to continue MMI until four weeks
      after 131I. Calculation of the 131I activity (max. 600 MBq) includes an assessment of the
      131I half-life and the thyroid volume. Patients are followed for one year with close
      monitoring of the thyroid function.
    ",Both,18 Years,85 Years
NCT00259259,Functional Lipids and Appetite Regulation,"
      To evaluate the short-term effects of structured lipids on appetite regulation.
    ",Male,18 Years,40 Years
NCT00306709,Take HEED (Healthy Eating and Exercise Decisions),"
      This is a randomized intervention that examines the effect of culturally adapted weight loss
      program in African American (AA) females age 40-65. Evidence suggests that AA women are more
      successful with weight loss programs that are culturally tailored (Karanja, et al, 2002).
      Take HEED is a combination of 2 interventions, Therapeutic Lifestyle Changes Diet (TLC) from
      ATP-III and the CHANGE exercise program, which have shown success independently in previous
      clinical trials with AAs.
    ",Female,40 Years,65 Years
NCT00348413,Thyroid Treatment Trial,"
      This project will compare the efficacy and safety of 2 methods of disease modification in
      the treatment of active moderate and severe thyroid orbitopathy. A prospective, randomized,
      double-blind, parallel, controlled multidisciplinary clinical trial involving Singapore
      National Eye Centre, National University Hospital, Changi General Hospital, Tan Tock Seng
      Hospital and University of British Columbia Orbital Services, Singapore Eye Research
      Institute, Singapore General Hospital Endocrinology and Radiology Departments and Tan Tock
      Seng Hospital Rheumatology Department is planned. The SingHealth-SGH High Field MR Research
      Laboratory will be involved in the MR imaging of the trial patients.

      Patients who satisfy the inclusion and exclusion criteria will be asked to participate in
      this trial. After informed consent (Appendix B) is obtained, each patient will be randomized
      into one of two treatment arms: 1) Intravenous high-dose pulsed methylprednisolone (1 gram
      infusion over 1 hour per day with a total of 3 doses over 3 days; 4 cycles at 6 weekly
      intervals) and oral placebo and 2) Intravenous high-dose pulsed methylprednisolone (same
      dose) plus oral methotrexate 7.5 mg per week for 2 weeks, increased to 10 mg per week for
      another 2 weeks then 12.5 mg per week for 5 months (total 6 months of methotrexate
      treatment). Depending on patient response, the dose can be further increased by 2.5mg per
      week every 4 weeks to a maximum of 20 mg per week. A strict management protocol will be
      observed for each recruited patient. Patients who develop adverse side effects or need for
      surgical intervention will receive appropriate treatment (i.e. treatment will deviate from
      the protocol but will continue to be monitored). Patients who refuse treatment will be
      observed clinically and with imaging as a natural control group until such time as
      intervention is accepted.

      The patients will have a baseline assessment followed by regular visits to assess treatment
      response and adverse effects. Observations will include the use of an inflammatory index,
      motility measurements including quantitative ductions, exophthalmometry readings, palpebral
      aperture readings and indices of optic nerve function. With regards to the imaging, the
      patients will be assessed with an initial quantitative CT scan and 3-Tesla MRI scan prior to
      treatment. After treatment is started, patients will also undergo repeat MRI scan at 24
      weeks and 72 weeks to assess quantitative changes with treatment using the Muscle Diameter
      Index (MDI) and Pixel Value Ratio (PVR) for the inferior rectus, superior rectus, the medial
      rectus, lateral rectus and orbital fat (Appendix E). Serum and urine will be obtained at the
      same time intervals as the MRI scan to assess levels of thyroid hormones, thyroid antibodies
      and urinary glycosaminoglycans (GAGs). Free T4, free T3 and TSH will be recorded to monitor
      control of hyperthyroidism. Thyroid antibodies measured will include thyroid stimulating
      immunoglobulin (TSI), thyrotropin-binding inhibition antibody (TB II), thyroid peroxidase
      antibodies and thyroglobulin antibody. Other tests including the full blood count, urea and
      electrolytes will be run prior to each dose of steroid treatment and during follow-up to
      monitor for adverse effects.

      The results of the assessments will be analyzed for significant differences in treatment
      response between the 2 groups. The indices of interest will include the percentage of
      patients in each group who demonstrate a decrease in the inflammatory index of at least 2
      points and the time taken for 50% of patients to show such a decrease. Other parameters that
      reflect the visual function and motility will be compared at different points in time after
      starting treatment to observe response and sustainability of response. From the serial MRI
      scans, quantitative analysis of orbital tissues will be done to identify changes with
      treatment. Antibody and GAG levels will be analyzed to detect any change with treatment. The
      types and frequency of adverse side effects in the 2 groups will also be assessed.

      80 normal subjects will be recruited for MRI scan of the orbits and brain to obtain
      normative values for the MDI and PVR for the Asian population (Appendix E). This will
      include 20 subjects from each of 4 decades (21-30 years, 31-40 years, 41-50 years, 51-60
      years).

      The normative data will also be used to create a virtual orbital atlas. This aspect of the
      study will be performed in collaboration with the Labs for Information Technology (A-Star).
    ",Both,21 Years,60 Years
NCT00383357,Sleepiness and the Risk of Falling,"
      The purpose of this project is to examine the impact of sleeping pills and waking up in the
      middle of the night on walking balance and cognitive function, to identify risk factors for
      falls in older adults. A significant percentage of falls, approximately 33 to 52 percent,
      occur during the nighttime and morning hours when people are normally sleeping; therefore,
      it is possible that sleep and sleeping medication related impairments in balance may
      contribute to this risk.
    ",Both,18 Years,85 Years
NCT00400465,Is the Routine Pressure Dressing After Thyroidectomy Necessary?,"
      Thyroidectomy is an operation that is commonly performed. After an operation a pressure
      dressing by Hypafix is usually used due to the belief that it will help to reduce
      complications such as post-operative bleeding or haematoma. However, the practice is
      uncomfortable to patients and makes it hard to detect early haematomas.

      We carried out a prospective randomised study to study the role of pressure dressing after
      thyroid surgery by evaluating the amount of fluids collected in the operative bed by
      ultrasonography compared with normal dressing.
    ",Both,N/A,N/A
NCT00428597,A Study Of Sunitinib Compared To Placebo For Patients With Advanced Pancreatic Islet Cell Tumors,"
      This study randomized patients with advanced pancreatic islet cell tumors to receive either
      sunitinib or placebo. Patients who were randomized to sunitinib received 37.5 mg of
      sunitinib daily, those randomized to placebo received a tablet that looked similar but had
      no active drug. Neither the patient or the doctor knew whether the patient was receiving
      sunitinib or placebo. Patients were followed to determine the status and size of their
      tumors, survival, quality of life and safety of the drug.

      The study was designed to detect a 50% improvement in median PFS[Progression Free Survival]
      with 90% power and was to enroll 340 subjects. An interim analysis was planned when 130
      events had occurred, and the final analysis was to be conducted when 260 events had
      occurred.

      Study A6181111 was stopped early during the enrollment period because of a clear and
      clinically meaningful improvement in efficacy for the sunitinib treatment arm as recommended
      by the DMC [Data Monitoring Committee]. The actual number of subjects enrolled was 171 and
      the actual number of PFS events recorded was 81 PFS events. The decision to terminate the
      study was not based on safety concerns related to sunitinib administration.
    ",Both,18 Years,N/A
NCT00432146,Effect of Lugol's Solution in the Patients With Graves' Disease,"
      Context: Although some of endocrine surgeons administer Lugol's solution to decrease thyroid
      gland vascularity, there is still no agreement on its effectiveness.

      Objective: The aims of this clinical trial are to evaluate thyroid blood flow and
      microvessel density in the patients with Graves' disease according to the Lugol's solution
      treatment preoperatively.

      Design: Retrospective clinical trial. Setting: A tertiary referral center. Method:
      Thirty-six patients were randomly assigned to preoperative medication with Lugol's solution.
      Patients in group 1 (n=17) received Lugol's solution for 10 days before surgical
      intervention, whereas patients in group 2 (n=19) didn't receive it.

      Main Outcome Measures: Blood flow through the thyroid arteries of patients with Graves'
      disease was measured by color flow Doppler ultrasonography. The microvessel density (MVD)
      was assessed immunohistochemically and Western blot analysis using the level of expression
      of CD-34 in thyroid tissue. The thyroid gland's weight and blood loss were measured in all
      patients.
    ",Both,14 Years,61 Years
NCT00437931,Color Flow Doppler Ultrasound in Subclinical Thyroid Dysfunction,"
      Overt hyperthyroidism and hypothyroidism are associated with inverted hemodynamic
      changes.Regional blood flow disturbances (including intrathyroidal) were also reported in
      these thyroid disorders. The purpose of this study is to investigate the thyroid vascularity
      and blood flow by Color Flow Doppler Sonography in patients with subclinical thyroid
      dysfunction
    ",Both,18 Years,75 Years
NCT00439478,Dental Safety Profile of High-Dose Radioiodine Therapy,"
      We aim to assess the incidence of oral and dental adverse events after high-dose radioiodine
      therapy for differentiated thyroid cancer.
    ",Both,N/A,N/A
NCT00464035,The Effect of Calcium on Postprandial Lipid Profile and Appetite,"
      The purpose of this study is to investigate the effect of calcium on postprandial lipid
      profile and appetite.
    ",Male,18 Years,50 Years
NCT00471458,Follow-up Study of the RAI-Treated Hyperthyroid Patients,"
      Previous studies of hyperthyroid patients suggest that they remain at increased risk of
      cardiovascular morbidity after restoring euthyroidism.

      The study objective is to compare the rate and causes of hospitalization of hyperthyroid
      patients treated with radioactive iodine (RAI) with those of an age- and gender-matched
      reference population in a long-term follow-up study.
    ",Both,N/A,N/A
